# summary of local and remote events executed
# LP, local, remote, total
"27085", 489, 1364, 1853
"54047", 1, 20, 21
"19051", 1, 0, 1
"3636", 1, 0, 1
"9883", 1, 1, 2
"56657", 1, 2, 3
"58686", 1, 1, 2
"906", 507, 1457, 1964
"53086", 1, 6, 7
"45305", 1, 11, 12
"63556", 487, 1376, 1863
"14560", 1, 1, 2
"64101", 607, 1921, 2528
"19406", 572, 1846, 2418
"47509", 383, 1065, 1448
"60911", 502, 1538, 2040
"2584", 1, 0, 1
"36527", 1, 0, 1
"27534", 489, 1511, 2000
"34877", 636, 1892, 2528
"37233", 484, 1449, 1933
"56469", 1, 2, 3
"44078", 611, 1954, 2565
"12863", 1, 0, 1
"54819", 530, 1642, 2172
"1387", 574, 1908, 2482
"24953", 498, 1589, 2087
"5669", 1, 5, 6
"44148", 1, 5, 6
"7303", 1, 10, 11
"32087", 521, 1760, 2281
"18220", 451, 1349, 1800
"60943", 525, 1573, 2098
"19650", 1, 2, 3
"28981", 1, 7, 8
"61594", 1, 1, 2
"48767", 1, 7, 8
"45262", 1, 7, 8
"41433", 562, 1727, 2289
"14593", 1, 0, 1
"3139", 1, 5, 6
"50731", 485, 1309, 1794
"44278", 1, 2, 3
"25113", 590, 1773, 2363
"32231", 608, 1978, 2586
"51613", 467, 1409, 1876
"55781", 465, 1338, 1803
"46289", 1, 0, 1
"19499", 1, 0, 1
"57801", 487, 1541, 2028
"50267", 638, 2052, 2690
"27999", 447, 1307, 1754
"47932", 1, 1, 2
"37579", 1, 9, 10
"9194", 614, 1961, 2575
"48663", 556, 1643, 2199
"27550", 499, 1528, 2027
"9563", 520, 1608, 2128
"44293", 1, 16, 17
"36129", 1, 0, 1
"22816", 1, 0, 1
"40808", 443, 1287, 1730
"7447", 470, 1480, 1950
"24007", 556, 1666, 2222
"61633", 1, 1, 2
"40204", 1, 19, 20
"32962", 1, 0, 1
"1120", 1, 7, 8
"49474", 1, 0, 1
"13218", 579, 1897, 2476
"44277", 1, 16, 17
"58641", 1, 0, 1
"45601", 532, 1550, 2082
"58044", 1, 0, 1
"38387", 534, 1521, 2055
"37249", 490, 1465, 1955
"65640", 607, 1747, 2354
"33209", 477, 1366, 1843
"39524", 1, 5, 6
"20749", 1, 0, 1
"5306", 1, 17, 18
"64470", 457, 1320, 1777
"26156", 505, 1395, 1900
"13635", 449, 1347, 1796
"42287", 1, 3, 4
"64598", 516, 1422, 1938
"39942", 458, 1296, 1754
"27037", 466, 1325, 1791
"2894", 408, 1093, 1501
"4266", 1, 0, 1
"24357", 1, 5, 6
"52591", 426, 1280, 1706
"41834", 466, 1519, 1985
"33241", 485, 1389, 1874
"60097", 1, 6, 7
"16023", 1, 7, 8
"42724", 1, 7, 8
"53972", 1, 7, 8
"31941", 1, 0, 1
"3144", 1, 0, 1
"10959", 1, 13, 14
"8601", 606, 2010, 2616
"6184", 1, 1, 2
"4652", 1, 5, 6
"20977", 476, 1289, 1765
"28386", 1, 11, 12
"62498", 594, 1917, 2511
"313", 467, 1449, 1916
"53841", 617, 1890, 2507
"38339", 502, 1470, 1972
"45809", 1, 4, 5
"25201", 1, 0, 1
"35929", 1, 4, 5
"28047", 467, 1354, 1821
"28208", 548, 1505, 2053
"19791", 436, 1217, 1653
"30964", 1, 2, 3
"32760", 507, 1412, 1919
"51773", 550, 1572, 2122
"12160", 560, 1926, 2486
"61889", 532, 1809, 2341
"124", 1, 0, 1
"60111", 1, 2, 3
"31574", 477, 1550, 2027
"21298", 525, 1904, 2429
"23174", 1, 2, 3
"50683", 467, 1270, 1737
"27397", 1, 6, 7
"56652", 1, 1, 2
"4193", 1, 1, 2
"40038", 1, 2, 3
"32900", 1, 7, 8
"8318", 1, 7, 8
"1419", 594, 1953, 2547
"5279", 1, 2, 3
"3188", 1, 0, 1
"47304", 1, 6, 7
"18412", 548, 1554, 2102
"39926", 448, 1281, 1729
"19294", 509, 1693, 2202
"5106", 543, 1566, 2109
"34918", 1, 5, 6
"39054", 1, 1, 2
"58029", 1, 0, 1
"22436", 491, 1455, 1946
"57240", 423, 1215, 1638
"39333", 590, 2100, 2690
"33851", 555, 1624, 2179
"61574", 1, 0, 1
"55845", 497, 1388, 1885
"51260", 586, 1711, 2297
"16777", 444, 1238, 1682
"21362", 562, 2003, 2565
"2236", 1, 16, 17
"25931", 405, 1218, 1623
"60799", 447, 1415, 1862
"38661", 1, 33, 34
"17070", 1, 1, 2
"62652", 1, 0, 1
"23266", 1, 0, 1
"4314", 1, 0, 1
"38371", 522, 1502, 2024
"52995", 1, 0, 1
"16151", 1, 0, 1
"24134", 1, 0, 1
"11813", 1, 3, 4
"36303", 616, 2233, 2849
"13994", 1, 2, 3
"15334", 429, 1160, 1589
"15815", 617, 2224, 2841
"37762", 523, 1768, 2291
"13314", 633, 2023, 2656
"43148", 1, 1, 2
"31515", 1, 1, 2
"48363", 1, 0, 1
"34235", 481, 1423, 1904
"34668", 517, 1658, 2175
"32825", 529, 1466, 1995
"60879", 488, 1500, 1988
"27935", 1, 0, 1
"50747", 495, 1322, 1817
"38403", 540, 1536, 2076
"25498", 450, 1324, 1774
"6485", 529, 1760, 2289
"1770", 1, 0, 1
"15158", 369, 1069, 1438
"16168", 427, 1349, 1776
"47315", 1, 0, 1
"22071", 1, 0, 1
"28389", 1, 0, 1
"44650", 1, 10, 11
"8921", 1, 3, 4
"53248", 496, 1462, 1958
"62281", 1, 51, 52
"58120", 1, 0, 1
"50950", 1, 2, 3
"12879", 1, 0, 1
"60927", 516, 1555, 2071
"29784", 1, 1, 2
"27269", 1, 9, 10
"22516", 529, 1534, 2063
"58394", 511, 1456, 1967
"58458", 538, 1503, 2041
"34684", 528, 1678, 2206
"24664", 1, 0, 1
"22292", 1, 1, 2
"3685", 1, 0, 1
"38852", 480, 1385, 1865
"58266", 441, 1331, 1772
"20000", 531, 1380, 1911
"58314", 465, 1369, 1834
"55656", 1, 0, 1
"43565", 611, 1853, 2464
"5571", 532, 1577, 2109
"17803", 541, 1720, 2261
"22388", 467, 1402, 1869
"9386", 1, 4, 5
"62354", 510, 1707, 2217
"24889", 459, 1501, 1960
"12012", 1, 0, 1
"54465", 1, 10, 11
"50515", 1, 0, 1
"4753", 1, 3, 4
"44886", 1, 6, 7
"20561", 1, 2, 3
"22981", 532, 1515, 2047
"55973", 1, 1, 2
"62165", 1, 2, 3
"14369", 1, 0, 1
"61616", 1, 4, 5
"27069", 481, 1348, 1829
"47409", 1, 22, 23
"5587", 544, 1593, 2137
"28704", 561, 1655, 2216
"17867", 576, 1805, 2381
"57769", 472, 1510, 1982
"4224", 1, 0, 1
"37313", 528, 1531, 2059
"37966", 1, 4, 5
"35694", 438, 1335, 1773
"35390", 547, 1542, 2089
"36768", 477, 1491, 1968
"38569", 1, 0, 1
"12272", 625, 2081, 2706
"8136", 577, 1808, 2385
"40888", 476, 1356, 1832
"48551", 493, 1513, 2006
"59516", 1, 1, 2
"18236", 460, 1372, 1832
"15142", 365, 1060, 1425
"21663", 1, 0, 1
"48946", 1, 10, 11
"59048", 1, 5, 6
"17454", 1, 2, 3
"22257", 1, 1, 2
"64801", 1, 7, 8
"59039", 1, 0, 1
"10669", 542, 1745, 2287
"56442", 1, 6, 7
"2649", 1, 1, 2
"61748", 1, 2, 3
"4154", 1, 6, 7
"30147", 525, 1564, 2089
"11457", 1, 0, 1
"57400", 496, 1338, 1834
"1515", 658, 2090, 2748
"40327", 496, 1547, 2043
"31718", 547, 1716, 2263
"23250", 1, 13, 14
"54242", 480, 1372, 1852
"16447", 1, 4, 5
"61344", 519, 1714, 2233
"42059", 589, 1799, 2388
"8553", 571, 1939, 2510
"8259", 1, 2, 3
"23045", 567, 1593, 2160
"57384", 490, 1329, 1819
"40856", 464, 1329, 1793
"55252", 462, 1274, 1736
"25215", 1, 9, 10
"60117", 1, 6, 7
"44877", 1, 4, 5
"4385", 438, 1376, 1814
"12064", 500, 1798, 2298
"44771", 1, 1, 2
"6408", 1, 173, 174
"42075", 1, 0, 1
"8904", 1, 6, 7
"55100", 1, 0, 1
"9643", 567, 1703, 2270
"21731", 1, 6, 7
"14964", 1, 0, 1
"40200", 1, 3, 4
"4328", 1, 0, 1
"45731", 1, 7, 8
"10653", 537, 1730, 2267
"27133", 514, 1416, 1930
"4080", 520, 1390, 1910
"12625", 518, 1620, 2138
"14789", 576, 1800, 2376
"1717", 1, 1, 2
"40138", 1, 0, 1
"12176", 568, 1948, 2516
"12096", 520, 1840, 2360
"64631", 526, 1444, 1970
"30827", 1, 0, 1
"64983", 533, 1717, 2250
"8168", 597, 1852, 2449
"22500", 518, 1515, 2033
"50396", 1, 7, 8
"8537", 561, 1917, 2478
"9595", 538, 1641, 2179
"28453", 1, 2, 3
"17665", 1, 0, 1
"56695", 469, 1567, 2036
"57737", 457, 1471, 1928
"12566", 1, 0, 1
"43219", 1, 7, 8
"3812", 1, 11, 12
"53429", 1, 0, 1
"33044", 1, 19, 20
"34780", 584, 1786, 2370
"53458", 1, 0, 1
"4188", 1, 5, 6
"38654", 1, 1, 2
"3762", 1, 6, 7
"59584", 1, 1, 2
"53232", 484, 1449, 1933
"42555", 652, 2199, 2851
"23029", 561, 1575, 2136
"52639", 452, 1322, 1774
"22760", 1, 0, 1
"29910", 1, 4, 5
"34796", 589, 1802, 2391
"23975", 541, 1627, 2168
"64935", 503, 1661, 2164
"65657", 609, 1767, 2376
"41088", 1, 0, 1
"42924", 417, 1187, 1604
"52799", 531, 1468, 1999
"14292", 626, 2206, 2832
"16539", 1, 16, 17
"49064", 455, 1342, 1797
"34107", 1, 0, 1
"64999", 543, 1742, 2285
"40662", 1, 10, 11
"28992", 375, 1053, 1428
"44190", 1, 6, 7
"56005", 1, 0, 1
"56711", 481, 1583, 2064
"20165", 1, 0, 1
"54524", 1, 9, 10
"44222", 1, 8, 9
"60430", 479, 1319, 1798
"29837", 1, 2, 3
"8939", 1, 3, 4
"1715", 1, 3, 4
"34542", 1, 7, 8
"45024", 546, 1725, 2271
"7671", 594, 1735, 2329
"42892", 398, 1166, 1564
"61276", 1, 147, 148
"50218", 604, 1974, 2578
"37161", 1, 0, 1
"43004", 445, 1242, 1687
"16280", 474, 1448, 1922
"18252", 468, 1388, 1856
"41172", 1, 0, 1
"16409", 530, 1563, 2093
"47669", 447, 1163, 1610
"18300", 493, 1438, 1931
"6597", 585, 1909, 2494
"14397", 1, 1, 2
"12128", 542, 1887, 2429
"6751", 1, 5, 6
"47920", 1, 2, 3
"16264", 466, 1429, 1895
"47963", 1, 1, 2
"15489", 1, 0, 1
"39765", 382, 1169, 1551
"4192", 1, 6, 7
"4179", 1, 15, 16
"60242", 1, 13, 14
"60815", 454, 1430, 1884
"44014", 574, 1865, 2439
"9408", 1, 0, 1
"26292", 1, 0, 1
"51964", 1, 13, 14
"28842", 1, 9, 10
"4497", 492, 1486, 1978
"63075", 500, 1382, 1882
"18268", 475, 1405, 1880
"48912", 1, 0, 1
"15075", 1, 0, 1
"47621", 429, 1133, 1562
"61504", 611, 1924, 2535
"4481", 486, 1469, 1955
"22774", 1, 0, 1
"48728", 587, 1713, 2300
"8505", 539, 1868, 2407
"24584", 607, 1819, 2426
"1371", 564, 1884, 2448
"46098", 605, 1903, 2508
"9429", 1, 2, 3
"15956", 1, 0, 1
"57083", 1, 2, 3
"7511", 508, 1552, 2060
"52687", 477, 1366, 1843
"64863", 1, 0, 1
"5889", 1, 15, 16
"2316", 523, 1934, 2457
"17026", 1, 0, 1
"3758", 1, 2, 3
"28858", 1, 9, 10
"60302", 420, 1214, 1634
"39517", 1, 2, 3
"52222", 558, 1754, 2312
"28791", 1, 1, 2
"30290", 1, 4, 5
"34961", 1, 0, 1
"62208", 1, 1, 2
"54771", 513, 1598, 2111
"24220", 1, 0, 1
"64438", 438, 1295, 1733
"38451", 564, 1578, 2142
"47780", 1, 7, 8
"9178", 607, 1945, 2552
"8633", 628, 2056, 2684
"30382", 1, 0, 1
"4610", 546, 1595, 2141
"5940", 499, 1677, 2176
"16376", 512, 1527, 2039
"14588", 1, 5, 6
"3006", 447, 1150, 1597
"48567", 502, 1533, 2035
"24238", 1, 2, 3
"38708", 1, 1, 2
"58298", 451, 1354, 1805
"51661", 494, 1459, 1953
"61572", 1, 0, 1
"21041", 1, 0, 1
"5754", 1, 12, 13
"65415", 479, 1467, 1946
"2785", 1, 0, 1
"59639", 1, 1, 2
"34523", 1, 0, 1
"11567", 542, 1923, 2465
"17851", 567, 1784, 2351
"56038", 1, 1, 2
"11445", 1, 1, 2
"63244", 1, 0, 1
"60105", 1, 5, 6
"38868", 483, 1396, 1879
"56008", 1, 4, 5
"49048", 445, 1329, 1774
"45120", 611, 1857, 2468
"38155", 1, 0, 1
"53264", 499, 1475, 1974
"1280", 1, 0, 1
"39958", 459, 1302, 1761
"54371", 536, 1483, 2019
"23382", 419, 1315, 1734
"13811", 539, 1513, 2052
"64502", 470, 1349, 1819
"3264", 1, 15, 16
"58923", 537, 1539, 2076
"13855", 1, 0, 1
"2910", 412, 1102, 1514
"51990", 1, 3, 4
"41882", 489, 1576, 2065
"19342", 537, 1754, 2291
"23646", 1, 6, 7
"9369", 1, 0, 1
"52549", 1, 0, 1
"53032", 1, 4, 5
"8985", 489, 1660, 2149
"58", 1, 0, 1
"62768", 1, 14, 15
"12080", 503, 1823, 2326
"49344", 1, 1, 2
"32215", 595, 1950, 2545
"581", 1, 1, 2
"2206", 1, 6, 7
"37488", 1, 3, 4
"57336", 469, 1294, 1763
"60617", 1, 3, 4
"5956", 509, 1700, 2209
"57945", 559, 1688, 2247
"48745", 1, 6, 7
"65286", 1, 7, 8
"44543", 609, 1965, 2574
"44575", 626, 2014, 2640
"9740", 627, 1841, 2468
"30051", 475, 1474, 1949
"6629", 600, 1952, 2552
"24245", 1, 2, 3
"53729", 554, 1751, 2305
"34812", 601, 1820, 2421
"33426", 1, 0, 1
"36954", 1, 0, 1
"17787", 528, 1698, 2226
"33161", 456, 1334, 1790
"27801", 1, 0, 1
"15238", 401, 1115, 1516
"22184", 1, 7, 8
"27212", 1, 0, 1
"29292", 1, 3, 4
"54911", 1, 5, 6
"63876", 476, 1602, 2078
"34086", 1, 33, 34
"50297", 1, 2, 3
"2332", 536, 1964, 2500
"4000", 481, 1327, 1808
"35564", 1, 17, 18
"37030", 1, 8, 9
"32423", 1, 2, 3
"49128", 486, 1393, 1879
"60847", 472, 1473, 1945
"14447", 1, 0, 1
"9723", 617, 1813, 2430
"653", 1, 0, 1
"62145", 1, 2, 3
"12224", 601, 2018, 2619
"54835", 544, 1659, 2203
"13331", 647, 2047, 2694
"15350", 438, 1170, 1608
"45441", 457, 1386, 1843
"14081", 1, 4, 5
"27310", 1, 7, 8
"37826", 556, 1868, 2424
"53409", 1, 0, 1
"8649", 637, 2086, 2723
"2249", 1, 0, 1
"35725", 454, 1363, 1817
"27304", 1, 2, 3
"22420", 478, 1438, 1916
"24969", 502, 1597, 2099
"49447", 1, 0, 1
"21062", 1, 0, 1
"56181", 481, 1568, 2049
"22291", 1, 0, 1
"43713", 1, 3, 4
"53872", 1, 0, 1
"65431", 485, 1486, 1971
"15582", 1, 0, 1
"21955", 508, 1508, 2016
"6406", 1, 0, 1
"9345", 1, 6, 7
"8951", 1, 22, 23
"16216", 448, 1392, 1840
"28352", 1, 3, 4
"20496", 671, 2319, 2990
"50916", 1, 12, 13
"1451", 610, 2001, 2611
"39445", 662, 2299, 2961
"17948", 626, 1918, 2544
"29201", 448, 1181, 1629
"50985", 1, 16, 17
"62370", 517, 1737, 2254
"45331", 1, 0, 1
"44693", 1, 0, 1
"27742", 1, 1, 2
"18845", 472, 1346, 1818
"50202", 598, 1952, 2550
"20123", 1, 4, 5
"37297", 520, 1513, 2033
"28543", 481, 1476, 1957
"32151", 564, 1866, 2430
"23192", 1, 7, 8
"6831", 1, 11, 12
"13867", 1, 4, 5
"20271", 520, 1921, 2441
"61199", 1, 2, 3
"6738", 1, 0, 1
"29008", 376, 1064, 1440
"52412", 1, 10, 11
"14059", 1, 42, 43
"37858", 575, 1916, 2491
"1623", 1, 0, 1
"62682", 1, 0, 1
"49305", 1, 5, 6
"63824", 1, 21, 22
"53152", 447, 1381, 1828
"44607", 646, 2054, 2700
"13250", 597, 1943, 2540
"62017", 611, 1994, 2605
"12818", 635, 1864, 2499
"53379", 1, 6, 7
"14963", 1, 6, 7
"30740", 606, 1977, 2583
"33583", 1, 4, 5
"56727", 487, 1603, 2090
"57320", 460, 1276, 1736
"36351", 645, 2313, 2958
"65207", 1, 0, 1
"63973", 534, 1749, 2283
"42752", 1, 1, 2
"23430", 439, 1351, 1790
"17257", 451, 1269, 1720
"48387", 1, 0, 1
"60159", 1, 13, 14
"41635", 1, 2, 3
"34587", 1, 2, 3
"10011", 363, 992, 1355
"45192", 1, 8, 9
"50041", 500, 1705, 2205
"34048", 1, 1, 2
"49144", 489, 1408, 1897
"4318", 1, 0, 1
"44878", 1, 0, 1
"58362", 489, 1412, 1901
"22809", 1, 2, 3
"37072", 1, 8, 9
"38604", 1, 0, 1
"50587", 427, 1205, 1632
"25626", 510, 1435, 1945
"41465", 575, 1772, 2347
"51757", 549, 1559, 2108
"46676", 483, 1250, 1733
"52388", 1, 2, 3
"32368", 1, 6, 7
"41000", 536, 1466, 2002
"6324", 1, 14, 15
"18332", 513, 1465, 1978
"55700", 423, 1264, 1687
"36052", 1, 0, 1
"13779", 518, 1480, 1998
"8569", 583, 1961, 2544
"12893", 1, 6, 7
"36523", 1, 3, 4
"51645", 483, 1446, 1929
"23662", 1, 1, 2
"26491", 514, 1653, 2167
"3664", 1, 7, 8
"14990", 1, 3, 4
"26427", 477, 1560, 2037
"18999", 1, 4, 5
"15570", 1, 59, 60
"17209", 433, 1233, 1666
"26059", 464, 1326, 1790
"55035", 1, 2, 3
"14905", 1, 1, 2
"41049", 1, 3, 4
"37022", 1, 0, 1
"34251", 488, 1435, 1923
"60189", 1, 6, 7
"41978", 538, 1690, 2228
"30067", 486, 1491, 1977
"41529", 613, 1855, 2468
"55348", 504, 1337, 1841
"3584", 558, 1692, 2250
"34619", 1, 1, 2
"47879", 1, 0, 1
"19454", 603, 1904, 2507
"38652", 1, 14, 15
"31913", 1, 6, 7
"47573", 408, 1108, 1516
"43901", 515, 1716, 2231
"27630", 538, 1618, 2156
"48583", 510, 1555, 2065
"27867", 1, 0, 1
"2127", 1, 8, 9
"58626", 1, 0, 1
"34625", 1, 3, 4
"7014", 571, 2029, 2600
"48759", 1, 4, 5
"2380", 570, 2047, 2617
"17193", 424, 1215, 1639
"30502", 1, 3, 4
"57118", 1, 5, 6
"52093", 484, 1596, 2080
"62184", 1, 1, 2
"53360", 1, 0, 1
"37054", 1, 1, 2
"60414", 472, 1300, 1772
"48474", 1, 3, 4
"52002", 1, 16, 17
"24536", 575, 1767, 2342
"10749", 590, 1844, 2434
"44944", 503, 1636, 2139
"59965", 553, 1629, 2182
"31799", 586, 1804, 2390
"31021", 1, 27, 28
"33460", 1, 0, 1
"31324", 1, 1, 2
"40019", 1, 3, 4
"56390", 605, 1845, 2450
"58859", 508, 1482, 1990
"9017", 508, 1707, 2215
"20961", 469, 1277, 1746
"54581", 1, 4, 5
"31654", 513, 1644, 2157
"21113", 1, 0, 1
"42394", 548, 1943, 2491
"8228", 1, 0, 1
"32450", 1, 3, 4
"59117", 1, 1, 2
"7527", 520, 1571, 2091
"45921", 496, 1656, 2152
"48840", 1, 8, 9
"26808", 1, 1, 2
"55171", 425, 1214, 1639
"3790", 1, 18, 19
"16", 1, 5, 6
"58508", 1, 7, 8
"15799", 613, 2195, 2808
"11538", 1, 1, 2
"34418", 1, 0, 1
"15270", 413, 1131, 1544
"19919", 495, 1310, 1805
"52815", 540, 1484, 2024
"56563", 1, 0, 1
"37906", 606, 1989, 2595
"21026", 499, 1322, 1821
"12112", 530, 1860, 2390
"42766", 1, 3, 4
"23236", 1, 2, 3
"27334", 1, 0, 1
"28592", 506, 1529, 2035
"61520", 626, 1946, 2572
"29024", 385, 1077, 1462
"49689", 501, 1454, 1955
"36678", 1, 1, 2
"28241", 1, 1, 2
"11962", 1, 0, 1
"34219", 470, 1412, 1882
"63618", 1, 3, 4
"52141", 505, 1641, 2146
"62608", 1, 3, 4
"38820", 459, 1350, 1809
"11037", 442, 1434, 1876
"39554", 1, 1, 2
"23626", 1, 0, 1
"55684", 418, 1252, 1670
"15042", 1, 10, 11
"36578", 1, 5, 6
"22730", 1, 8, 9
"6725", 1, 0, 1
"6393", 1, 0, 1
"34267", 495, 1454, 1949
"37842", 565, 1892, 2457
"27165", 527, 1437, 1964
"30179", 549, 1602, 2151
"38153", 1, 0, 1
"4799", 1, 18, 19
"23078", 586, 1622, 2208
"18925", 503, 1409, 1912
"61873", 522, 1792, 2314
"9747", 1, 0, 1
"35613", 1, 0, 1
"41417", 549, 1706, 2255
"10220", 439, 1116, 1555
"3374", 460, 1468, 1928
"53793", 587, 1829, 2416
"43815", 1, 1, 2
"48749", 1, 3, 4
"21263", 1, 1, 2
"27258", 1, 0, 1
"38836", 467, 1362, 1829
"26720", 1, 2, 3
"33673", 471, 1453, 1924
"61905", 540, 1831, 2371
"25227", 1, 2, 3
"49512", 424, 1313, 1737
"56197", 492, 1589, 2081
"15091", 1, 1, 2
"52568", 1, 17, 18
"39206", 1, 0, 1
"62708", 1, 1, 2
"41100", 1, 6, 7
"27902", 1, 0, 1
"12208", 587, 2001, 2588
"31173", 506, 1435, 1941
"46659", 471, 1226, 1697
"33257", 495, 1409, 1904
"53580", 1, 2, 3
"41680", 1, 1, 2
"23226", 1, 4, 5
"62899", 425, 1251, 1676
"54322", 509, 1439, 1948
"43140", 1, 12, 13
"42572", 660, 2228, 2888
"32792", 509, 1433, 1942
"10043", 369, 1017, 1386
"26378", 1, 0, 1
"28143", 518, 1448, 1966
"33001", 1, 4, 5
"39120", 1, 7, 8
"7210", 1, 4, 5
"14032", 1, 2, 3
"24985", 511, 1620, 2131
"24439", 525, 1658, 2183
"27891", 1, 2, 3
"11118", 483, 1526, 2009
"55668", 408, 1241, 1649
"16183", 431, 1364, 1795
"65324", 1, 0, 1
"61208", 1, 7, 8
"4863", 1, 0, 1
"53565", 1, 4, 5
"46223", 1, 0, 1
"44306", 1, 9, 10
"48615", 528, 1588, 2116
"47605", 420, 1126, 1546
"46146", 637, 1969, 2606
"1718", 1, 0, 1
"5834", 1, 1, 2
"61053", 1, 0, 1
"59214", 1, 2, 3
"32119", 536, 1814, 2350
"56342", 576, 1775, 2351
"51293", 604, 1750, 2354
"43036", 458, 1271, 1729
"17225", 440, 1246, 1686
"37595", 1, 0, 1
"64085", 593, 1902, 2495
"35599", 1, 0, 1
"16857", 478, 1289, 1767
"2284", 1, 0, 1
"47762", 1, 0, 1
"35439", 1, 0, 1
"57304", 455, 1266, 1721
"53680", 519, 1690, 2209
"24111", 1, 2, 3
"45489", 482, 1426, 1908
"59772", 457, 1412, 1869
"65197", 1, 4, 5
"36190", 541, 2024, 2565
"44331", 1, 8, 9
"48324", 1, 2, 3
"22575", 1, 0, 1
"116", 1, 5, 6
"26800", 1, 3, 4
"64518", 475, 1357, 1832
"25546", 468, 1355, 1823
"65208", 1, 9, 10
"50992", 1, 18, 19
"18715", 1, 3, 4
"18957", 517, 1430, 1947
"57626", 1, 12, 13
"7495", 498, 1530, 2028
"27695", 570, 1693, 2263
"46114", 614, 1921, 2535
"46595", 441, 1189, 1630
"13471", 1, 0, 1
"17306", 470, 1314, 1784
"2348", 549, 1993, 2542
"9801", 1, 0, 1
"47156", 595, 1746, 2341
"54306", 508, 1426, 1934
"43697", 1, 0, 1
"49999", 1, 0, 1
"45283", 1, 0, 1
"30115", 508, 1537, 2045
"11614", 575, 2004, 2579
"39665", 1, 5, 6
"56775", 513, 1662, 2175
"30018", 461, 1438, 1899
"42211", 1, 6, 7
"3358", 450, 1447, 1897
"30425", 1, 0, 1
"56981", 1, 14, 15
"52489", 1, 10, 11
"10358", 1, 0, 1
"47589", 415, 1118, 1533
"27598", 524, 1585, 2109
"25232", 1, 0, 1
"43142", 1, 0, 1
"14066", 1, 15, 16
"27232", 1, 1, 2
"65127", 613, 1904, 2517
"4417", 452, 1400, 1852
"28721", 573, 1676, 2249
"26107", 483, 1362, 1845
"7607", 566, 1668, 2234
"45378", 1, 0, 1
"15254", 402, 1121, 1523
"52892", 1, 1, 2
"35693", 441, 1334, 1775
"2525", 672, 2297, 2969
"26091", 475, 1348, 1823
"14939", 1, 0, 1
"36603", 1, 0, 1
"21055", 1, 6, 7
"16545", 1, 4, 5
"22933", 507, 1454, 1961
"14692", 523, 1678, 2201
"25482", 443, 1313, 1756
"43608", 1, 1, 2
"43330", 1, 3, 4
"64389", 415, 1251, 1666
"10027", 368, 1007, 1375
"37073", 1, 1, 2
"7747", 1, 4, 5
"7944", 1, 0, 1
"17955", 1, 0, 1
"45537", 499, 1480, 1979
"39397", 630, 2206, 2836
"54983", 1, 3, 4
"38992", 1, 7, 8
"44170", 1, 5, 6
"46701", 1, 4, 5
"47685", 456, 1175, 1631
"25963", 415, 1241, 1656
"54571", 1, 15, 16
"20464", 643, 2254, 2897
"61472", 594, 1881, 2475
"12305", 649, 2122, 2771
"30131", 515, 1553, 2068
"59087", 1, 10, 11
"59804", 468, 1450, 1918
"59468", 645, 2121, 2766
"54385", 1, 1, 2
"441", 532, 1582, 2114
"42297", 1, 0, 1
"49289", 1, 0, 1
"28983", 1, 9, 10
"63940", 511, 1699, 2210
"11647", 596, 2068, 2664
"13463", 1, 0, 1
"31125", 484, 1400, 1884
"26876", 1, 1, 2
"39781", 388, 1185, 1573
"25767", 1, 2, 3
"16549", 1, 1, 2
"24870", 1, 87, 88
"31503", 1, 0, 1
"24504", 558, 1729, 2287
"409", 516, 1547, 2063
"25257", 1, 0, 1
"32877", 1, 1, 2
"63716", 1, 1, 2
"16134", 1, 29, 30
"60510", 519, 1390, 1909
"31093", 468, 1373, 1841
"42311", 1, 7, 8
"53296", 516, 1498, 2014
"54803", 525, 1628, 2153
"9227", 636, 2009, 2645
"57833", 499, 1571, 2070
"30004", 1, 4, 5
"58778", 464, 1403, 1867
"62033", 623, 2019, 2642
"26769", 1, 0, 1
"43198", 1, 6, 7
"13266", 608, 1967, 2575
"53866", 1, 3, 4
"16248", 459, 1419, 1878
"49979", 1, 1, 2
"4465", 477, 1456, 1933
"21874", 462, 1420, 1882
"6337", 1, 1, 2
"1063", 1, 0, 1
"49528", 433, 1327, 1760
"51988", 1, 2, 3
"6377", 1, 28, 29
"41613", 1, 0, 1
"53381", 1, 4, 5
"21939", 497, 1492, 1989
"61824", 493, 1718, 2211
"2974", 437, 1137, 1574
"29930", 1, 3, 4
"25302", 1, 3, 4
"59608", 1, 5, 6
"43835", 1, 1, 2
"21125", 1, 10, 11
"45969", 528, 1722, 2250
"46627", 454, 1206, 1660
"24087", 604, 1744, 2348
"59078", 1, 5, 6
"56855", 556, 1745, 2301
"6662", 620, 1995, 2615
"10637", 528, 1700, 2228
"3887", 431, 1250, 1681
"63268", 1, 19, 20
"2012", 464, 1200, 1664
"7695", 1, 1, 2
"52513", 1, 0, 1
"4032", 490, 1352, 1842
"9579", 529, 1623, 2152
"18829", 462, 1335, 1797
"62667", 1, 4, 5
"44446", 551, 1835, 2386
"43311", 1, 20, 21
"36971", 1, 3, 4
"29521", 458, 1475, 1933
"4780", 1, 10, 11
"36608", 1, 0, 1
"35428", 1, 2, 3
"23991", 549, 1644, 2193
"60150", 1, 1, 2
"21297", 527, 1901, 2428
"6159", 1, 2, 3
"58378", 498, 1429, 1927
"33501", 1, 8, 9
"28761", 1, 0, 1
"32412", 1, 6, 7
"38098", 1, 12, 13
"9033", 520, 1737, 2257
"11469", 1, 0, 1
