# summary of local and remote events executed
# LP, local, remote, total
"39235", 1, 94, 95
"25134", 601, 1811, 2412
"46454", 378, 1094, 1472
"50324", 1, 0, 1
"7963", 479, 1591, 2070
"52468", 1, 4, 5
"4501", 496, 1491, 1987
"26543", 546, 1723, 2269
"4533", 511, 1524, 2035
"24354", 1, 11, 12
"29771", 1, 1, 2
"18470", 1, 0, 1
"33709", 490, 1485, 1975
"32514", 1, 1, 2
"2529", 677, 2308, 2985
"40940", 507, 1412, 1919
"7367", 1, 5, 6
"61158", 1, 6, 7
"49035", 435, 1317, 1752
"26706", 1, 6, 7
"30199", 558, 1612, 2170
"10576", 502, 1645, 2147
"39608", 1, 3, 4
"26511", 526, 1680, 2206
"48310", 1, 0, 1
"15628", 1, 1, 2
"13564", 1, 0, 1
"14696", 523, 1681, 2204
"24859", 1, 11, 12
"22083", 1, 9, 10
"42063", 593, 1803, 2396
"15161", 371, 1074, 1445
"63496", 455, 1319, 1774
"51540", 1, 0, 1
"28595", 510, 1532, 2042
"63367", 402, 1220, 1622
"42257", 1, 0, 1
"7611", 561, 1673, 2234
"28407", 1, 6, 7
"51391", 1, 4, 5
"10111", 397, 1052, 1449
"23224", 1, 6, 7
"52803", 529, 1472, 2001
"46070", 591, 1862, 2453
"38140", 1, 0, 1
"62886", 417, 1235, 1652
"62274", 1, 17, 18
"37597", 1, 9, 10
"37168", 1, 0, 1
"19747", 1, 0, 1
"33661", 466, 1444, 1910
"27121", 508, 1405, 1913
"35616", 1, 0, 1
"63762", 1, 0, 1
"2074", 1, 0, 1
"13686", 475, 1389, 1864
"43424", 523, 1670, 2193
"22586", 1, 3, 4
"32389", 1, 2, 3
"24621", 628, 1875, 2503
"7289", 1, 1, 2
"61613", 1, 0, 1
"6953", 527, 1922, 2449
"51055", 466, 1456, 1922
"20900", 449, 1244, 1693
"52209", 550, 1735, 2285
"41597", 1, 0, 1
"46021", 559, 1796, 2355
"21462", 631, 2156, 2787
"27666", 555, 1656, 2211
"63152", 1, 0, 1
"50687", 465, 1275, 1740
"64839", 1, 0, 1
"17478", 1, 0, 1
"7302", 1, 8, 9
"21846", 452, 1395, 1847
"52129", 503, 1631, 2134
"50951", 1, 0, 1
"62713", 1, 0, 1
"48256", 1, 0, 1
"41998", 553, 1721, 2274
"44291", 1, 7, 8
"1705", 1, 13, 14
"29060", 397, 1099, 1496
"63447", 440, 1288, 1728
"62583", 643, 2037, 2680
"28611", 515, 1547, 2062
"19061", 1, 0, 1
"36049", 1, 13, 14
"62694", 1, 0, 1
"18736", 419, 1264, 1683
"284", 450, 1422, 1872
"64666", 1, 1, 2
"41790", 1, 54, 55
"44720", 1, 3, 4
"22952", 517, 1472, 1989
"7595", 560, 1651, 2211
"24866", 1, 0, 1
"3120", 1, 0, 1
"65067", 581, 1835, 2416
"30231", 573, 1639, 2212
"21862", 456, 1402, 1858
"54005", 1, 1, 2
"13638", 453, 1348, 1801
"35445", 1, 0, 1
"29092", 411, 1116, 1527
"8911", 1, 2, 3
"42014", 566, 1748, 2314
"15543", 1, 16, 17
"12292", 638, 2103, 2741
"52755", 511, 1431, 1942
"36306", 619, 2237, 2856
"125", 1, 0, 1
"17680", 1, 51, 52
"29406", 1, 1, 2
"1771", 1, 0, 1
"27650", 549, 1642, 2191
"10031", 369, 1007, 1376
"61752", 1, 20, 21
"15145", 365, 1061, 1426
"49741", 527, 1501, 2028
"65232", 1, 5, 6
"589", 1, 1, 2
"39368", 615, 2160, 2775
"11586", 554, 1954, 2508
"2106", 1, 4, 5
"49358", 1, 0, 1
"48057", 493, 1445, 1938
"28816", 1, 0, 1
"62095", 1, 0, 1
"46385", 1, 3, 4
"6633", 605, 1956, 2561
"52915", 1, 0, 1
"48816", 1, 6, 7
"18022", 1, 1, 2
"2616", 1, 0, 1
"58382", 497, 1436, 1933
"36868", 531, 1582, 2113
"3442", 491, 1542, 2033
"20836", 420, 1196, 1616
"46167", 647, 2009, 2656
"21365", 571, 2006, 2577
"37452", 1, 3, 4
"54966", 1, 2, 3
"19377", 557, 1811, 2368
"45573", 517, 1521, 2038
"11799", 1, 0, 1
"42747", 1, 0, 1
"16364", 507, 1517, 2024
"57740", 458, 1471, 1929
"21660", 1, 0, 1
"19474", 613, 1931, 2544
"3591", 1, 3, 4
"29795", 1, 1, 2
"26944", 424, 1243, 1667
"53732", 554, 1751, 2305
"38043", 1, 10, 11
"33132", 442, 1298, 1740
"40172", 1, 2, 3
"15409", 1, 13, 14
"18541", 1, 1, 2
"33961", 1, 1, 2
"28334", 1, 0, 1
"54013", 1, 0, 1
"10095", 393, 1046, 1439
"21094", 1, 10, 11
"20884", 441, 1229, 1670
"65051", 575, 1818, 2393
"28464", 1, 4, 5
"52145", 511, 1647, 2158
"9743", 632, 1844, 2476
"25101", 579, 1756, 2335
"26479", 506, 1639, 2145
"46615", 450, 1202, 1652
"31025", 1, 14, 15
"41763", 1, 0, 1
"10176", 422, 1093, 1515
"24267", 1, 0, 1
"59061", 1, 0, 1
"1422", 593, 1955, 2548
"15338", 429, 1162, 1591
"36707", 451, 1441, 1892
"62831", 1, 0, 1
"60514", 519, 1391, 1910
"33871", 1, 0, 1
"1559", 1, 11, 12
"29108", 421, 1134, 1555
"7236", 1, 0, 1
"40564", 1, 0, 1
"14632", 484, 1589, 2073
"46712", 1, 0, 1
"40262", 1, 4, 5
"51600", 465, 1399, 1864
"34099", 1, 3, 4
"53187", 464, 1411, 1875
"61296", 1, 8, 9
"58102", 1, 8, 9
"65002", 542, 1743, 2285
"60434", 482, 1321, 1803
"30787", 1, 0, 1
"50093", 532, 1791, 2323
"16893", 490, 1323, 1813
"19297", 508, 1699, 2207
"13847", 552, 1539, 2091
"37894", 596, 1968, 2564
"38543", 1, 0, 1
"24658", 1, 0, 1
"1719", 1, 6, 7
"64669", 1, 1, 2
"32235", 609, 1984, 2593
"26559", 554, 1751, 2305
"37397", 579, 1629, 2208
"33629", 445, 1405, 1850
"8834", 1, 2, 3
"40608", 1, 2, 3
"7336", 1, 1, 2
"21526", 669, 2249, 2918
"58081", 1, 0, 1
"55784", 464, 1339, 1803
"11381", 1, 0, 1
"4304", 1, 0, 1
"1259", 1, 0, 1
"23849", 1, 7, 8
"11073", 458, 1473, 1931
"64762", 1, 0, 1
"15658", 522, 1945, 2467
"28563", 490, 1497, 1987
"65344", 1, 2, 3
"14728", 541, 1726, 2267
"12212", 593, 2006, 2599
"34190", 461, 1387, 1848
"9975", 1, 7, 8
"42382", 538, 1917, 2455
"18945", 511, 1421, 1932
"55913", 523, 1446, 1969
"12244", 608, 2046, 2654
"18199", 1, 6, 7
"14908", 1, 4, 5
"63813", 1, 7, 8
"10295", 1, 0, 1
"50703", 477, 1292, 1769
"22695", 1, 0, 1
"42462", 588, 2051, 2639
"60482", 504, 1360, 1864
"10823", 1, 0, 1
"59279", 518, 1835, 2353
"50385", 1, 5, 6
"34907", 1, 0, 1
"54011", 1, 12, 13
"18032", 1, 5, 6
"2545", 684, 2339, 3023
"19361", 544, 1788, 2332
"57534", 1, 0, 1
"56512", 1, 6, 7
"1093", 1, 0, 1
"29028", 387, 1080, 1467
"32981", 1, 0, 1
"5311", 1, 1, 2
"62437", 560, 1832, 2392
"49596", 462, 1382, 1844
"14119", 519, 1922, 2441
"49148", 495, 1411, 1906
"37781", 534, 1803, 2337
"57481", 1, 0, 1
"23914", 512, 1563, 2075
"35842", 510, 1472, 1982
"45140", 625, 1881, 2506
"10737", 586, 1833, 2419
"48451", 1, 2, 3
"12480", 1, 11, 12
"38541", 1, 13, 14
"32535", 1, 0, 1
"736", 1, 20, 21
"48105", 514, 1485, 1999
"23546", 488, 1454, 1942
"42494", 612, 2101, 2713
"62321", 1, 6, 7
"22633", 1, 0, 1
"34925", 1, 0, 1
"20291", 533, 1966, 2499
"64248", 1, 3, 4
"13049", 1, 0, 1
"52005", 1, 0, 1
"64618", 523, 1434, 1957
"248", 1, 2, 3
"37829", 556, 1870, 2426
"41157", 1, 2, 3
"10800", 1, 1, 2
"46983", 501, 1544, 2045
"51421", 1, 3, 4
"41404", 540, 1689, 2229
"47031", 523, 1605, 2128
"27089", 490, 1370, 1860
"54710", 480, 1529, 2009
"38062", 1, 7, 8
"43360", 485, 1588, 2073
"55720", 434, 1285, 1719
"25069", 564, 1719, 2283
"34880", 640, 1893, 2533
"35874", 525, 1500, 2025
"58552", 1, 0, 1
"48778", 1, 2, 3
"28763", 1, 0, 1
"13343", 1, 1, 2
"42756", 1, 14, 15
"8819", 1, 1, 2
"23193", 1, 3, 4
"4565", 525, 1551, 2076
"59194", 1, 0, 1
"34799", 594, 1803, 2397
"54536", 1, 4, 5
"11169", 509, 1580, 2089
"39272", 547, 1994, 2541
"9960", 1, 0, 1
"13554", 1, 4, 5
"4597", 541, 1585, 2126
"35945", 1, 4, 5
"62141", 1, 0, 1
"11666", 604, 2096, 2700
"30487", 1, 3, 4
"16203", 439, 1376, 1815
"3834", 1, 4, 5
"39352", 602, 2129, 2731
"50622", 441, 1229, 1670
"10672", 545, 1747, 2292
"62902", 422, 1251, 1673
"25405", 409, 1242, 1651
"21135", 1, 5, 6
"32764", 503, 1415, 1918
"28724", 573, 1676, 2249
"21510", 661, 2230, 2891
"64690", 1, 6, 7
"7730", 1, 1, 2
"53949", 1, 0, 1
"26367", 1, 1, 2
"51981", 1, 6, 7
"60267", 1, 0, 1
"44176", 1, 0, 1
"13862", 1, 0, 1
"27137", 518, 1417, 1935
"30338", 1, 2, 3
"35825", 504, 1453, 1957
"17325", 487, 1338, 1825
"7237", 1, 0, 1
"33014", 1, 0, 1
"23882", 492, 1529, 2021
"5164", 1, 1, 2
"44653", 1, 5, 6
"56410", 618, 1879, 2497
"8453", 1, 0, 1
"9614", 552, 1664, 2216
"28894", 1, 0, 1
"51087", 480, 1497, 1977
"47560", 405, 1100, 1505
"55303", 485, 1311, 1796
"55207", 443, 1243, 1686
"42414", 560, 1969, 2529
"35957", 1, 1, 2
"5911", 481, 1640, 2121
"62005", 603, 1983, 2586
"45653", 558, 1602, 2160
"32796", 514, 1437, 1951
"26843", 1, 1, 2
"28340", 1, 3, 4
"6783", 1, 0, 1
"15423", 1, 0, 1
"48294", 1, 0, 1
"17602", 1, 10, 11
"33998", 1, 2, 3
"17516", 1, 0, 1
"2615", 1, 0, 1
"11201", 527, 1617, 2144
"21494", 646, 2210, 2856
"51440", 1, 4, 5
"27284", 1, 6, 7
"48844", 1, 1, 2
"3474", 503, 1569, 2072
"7979", 487, 1612, 2099
"64842", 1, 0, 1
"48715", 580, 1693, 2273
"39238", 1, 15, 16
"48783", 1, 4, 5
"44498", 578, 1907, 2485
"10079", 385, 1035, 1420
"35184", 453, 1346, 1799
"11137", 494, 1539, 2033
"22375", 464, 1392, 1856
"48121", 527, 1503, 2030
"36178", 534, 2001, 2535
"61908", 545, 1836, 2381
"54050", 1, 4, 5
"27634", 540, 1621, 2161
"28211", 549, 1511, 2060
"41004", 538, 1468, 2006
"21095", 1, 7, 8
"38038", 1, 0, 1
"60173", 1, 0, 1
"37466", 1, 4, 5
"33535", 1, 4, 5
"31838", 1, 1, 2
"26360", 1, 1, 2
"61074", 1, 4, 5
"12996", 1, 13, 14
"9149", 591, 1903, 2494
"46419", 1, 0, 1
"12487", 1, 12, 13
"11747", 655, 2246, 2901
"24181", 1, 3, 4
"58253", 435, 1313, 1748
"44001", 566, 1846, 2412
"28405", 1, 0, 1
"33067", 1, 0, 1
"17173", 1, 1, 2
"41533", 615, 1862, 2477
"11105", 480, 1512, 1992
"14744", 550, 1749, 2299
"6969", 540, 1950, 2490
"6007", 541, 1783, 2324
"14167", 550, 2005, 2555
"23497", 467, 1408, 1875
"35463", 1, 6, 7
"44386", 516, 1752, 2268
"62934", 441, 1283, 1724
"34303", 514, 1483, 1997
"58478", 541, 1518, 2059
"51264", 590, 1717, 2307
"36996", 1, 10, 11
"44169", 1, 3, 4
"38084", 1, 0, 1
"56152", 1, 5, 6
"2149", 1, 1, 2
"21725", 1, 5, 6
"20145", 1, 8, 9
"9807", 1, 7, 8
"4747", 1, 10, 11
"19409", 576, 1849, 2425
"53533", 1, 13, 14
"751", 1, 0, 1
"38575", 1, 0, 1
"461", 547, 1604, 2151
"59044", 1, 1, 2
"30551", 497, 1718, 2215
"49644", 478, 1413, 1891
"10303", 1, 0, 1
"22039", 549, 1579, 2128
"63912", 499, 1662, 2161
"36242", 573, 2114, 2687
"48089", 503, 1471, 1974
"34735", 556, 1735, 2291
"31609", 496, 1600, 2096
"1438", 606, 1979, 2585
"27457", 442, 1418, 1860
"59083", 1, 1, 2
"5575", 536, 1580, 2116
"17438", 541, 1439, 1980
"14841", 604, 1875, 2479
"35745", 467, 1383, 1850
"53435", 1, 7, 8
"41101", 1, 0, 1
"26870", 1, 0, 1
"63160", 1, 11, 12
"29947", 1, 46, 47
"10476", 1, 33, 34
"26319", 1, 0, 1
"19131", 1, 15, 16
"43159", 1, 5, 6
"15915", 1, 7, 8
"3506", 521, 1606, 2127
"17042", 1, 19, 20
"53353", 1, 0, 1
"46177", 1, 0, 1
"29012", 378, 1068, 1446
"16877", 483, 1305, 1788
"35280", 489, 1437, 1926
"52536", 1, 22, 23
"64105", 610, 1928, 2538
"65483", 519, 1558, 2077
"54678", 464, 1499, 1963
"19874", 474, 1276, 1750
"2416", 596, 2104, 2700
"14680", 513, 1658, 2171
"49660", 487, 1428, 1915
"54133", 422, 1268, 1690
"39154", 1, 1, 2
"16380", 516, 1536, 2052
"4549", 514, 1536, 2050
"22568", 560, 1591, 2151
"25998", 434, 1270, 1704
"7938", 1, 0, 1
"13403", 1, 6, 7
"20069", 1, 1, 2
"60252", 1, 0, 1
"60187", 1, 0, 1
"46791", 1, 1, 2
"55510", 1, 2, 3
"21080", 1, 0, 1
"56471", 1, 1, 2
"35047", 1, 8, 9
"6246", 1, 2, 3
"64377", 1, 1, 2
"50360", 1, 0, 1
"26078", 468, 1335, 1803
"51696", 516, 1497, 2013
"65175", 1, 1, 2
"13916", 1, 5, 6
"64409", 425, 1273, 1698
"39962", 458, 1304, 1762
"26495", 517, 1661, 2178
"41020", 542, 1481, 2023
"380", 496, 1522, 2018
"20820", 411, 1181, 1592
"5494", 503, 1510, 2013
"11602", 564, 1980, 2544
"46069", 587, 1861, 2448
"33613", 436, 1395, 1831
"56907", 590, 1811, 2401
"29453", 1, 0, 1
"15322", 424, 1156, 1580
"33341", 536, 1487, 2023
"5478", 495, 1495, 1990
"13496", 1, 0, 1
"4210", 1, 0, 1
"40112", 1, 6, 7
"30839", 1, 6, 7
"35052", 1, 1, 2
"18132", 1, 6, 7
"62178", 1, 2, 3
"51456", 1, 11, 12
"47404", 1, 1, 2
"1124", 1, 0, 1
"30412", 1, 1, 2
"9816", 1, 5, 6
"61160", 1, 7, 8
"21974", 518, 1526, 2044
"49991", 1, 2, 3
"29637", 521, 1602, 2123
"32603", 422, 1290, 1712
"31754", 564, 1749, 2313
"29882", 1, 1, 2
"30599", 525, 1790, 2315
"42446", 581, 2020, 2601
"59488", 654, 2154, 2808
"44418", 538, 1804, 2342
"46534", 414, 1142, 1556
"25453", 428, 1289, 1717
"65563", 557, 1654, 2211
"32587", 415, 1269, 1684
"13302", 627, 2011, 2638
"20668", 1, 4, 5
"17886", 587, 1829, 2416
"51296", 604, 1754, 2358
"59856", 497, 1507, 2004
"30968", 1, 4, 5
"1111", 1, 1, 2
"59073", 1, 5, 6
"58683", 1, 1, 2
"19676", 1, 6, 7
"33544", 1, 0, 1
"16507", 1, 5, 6
"44834", 1, 0, 1
"21187", 1, 0, 1
"8948", 1, 2, 3
"39642", 1, 3, 4
"52377", 1, 4, 5
"1047", 1, 0, 1
"48137", 531, 1516, 2047
"24177", 1, 1, 2
"17726", 491, 1616, 2107
"22520", 532, 1537, 2069
"50791", 1, 0, 1
"38342", 506, 1472, 1978
"17806", 543, 1721, 2264
"40859", 466, 1333, 1799
"12628", 515, 1625, 2140
"62053", 633, 2039, 2672
"25950", 412, 1229, 1641
"54790", 520, 1616, 2136
"49516", 428, 1322, 1750
"20484", 660, 2294, 2954
"28311", 1, 0, 1
"18399", 545, 1539, 2084
"4100", 526, 1405, 1931
"2400", 585, 2074, 2659
"8805", 1, 0, 1
"15982", 1, 0, 1
"6807", 1, 4, 5
"59586", 1, 7, 8
"40729", 1, 1, 2
"39034", 1, 0, 1
"39667", 1, 10, 11
"59091", 1, 5, 6
"62284", 1, 0, 1
"55081", 1, 20, 21
"29486", 1, 0, 1
"24324", 1, 1, 2
"53049", 1, 51, 52
"54149", 426, 1287, 1713
"7381", 1, 24, 25
"35312", 508, 1468, 1976
"10305", 1, 1, 2
"33806", 533, 1576, 2109
"40907", 485, 1378, 1863
"47047", 537, 1619, 2156
"62405", 539, 1786, 2325
"17245", 449, 1262, 1711
"16909", 494, 1330, 1824
"57868", 521, 1612, 2133
"16171", 427, 1349, 1776
"40827", 450, 1302, 1752
"61112", 1, 7, 8
"15354", 436, 1171, 1607
"64634", 529, 1449, 1978
"48153", 535, 1529, 2064
"34719", 548, 1718, 2266
"40692", 1, 0, 1
"30458", 1, 0, 1
"35033", 1, 0, 1
"21085", 1, 14, 15
"37084", 1, 1, 2
"32843", 1, 3, 4
"48307", 1, 1, 2
"53071", 1, 13, 14
"36632", 1, 3, 4
"29525", 463, 1483, 1946
"41251", 1, 0, 1
"19522", 1, 1, 2
"59519", 1, 1, 2
"37636", 1, 1, 2
"57501", 1, 0, 1
"44033", 585, 1892, 2477
"47079", 551, 1657, 2208
"21242", 1, 1, 2
"47144", 590, 1733, 2323
"33212", 477, 1370, 1847
"56794", 523, 1680, 2203
"9550", 511, 1589, 2100
"3923", 447, 1279, 1726
"39913", 440, 1272, 1712
"51793", 562, 1586, 2148
"36691", 438, 1430, 1868
"52626", 447, 1315, 1762
"38167", 1, 3, 4
"37413", 586, 1643, 2229
"1535", 663, 2114, 2777
"9582", 530, 1628, 2158
"11217", 535, 1633, 2168
"13534", 1, 16, 17
"3594", 1, 0, 1
"25846", 1, 1, 2
"12935", 1, 0, 1
"51013", 1, 1, 2
"32051", 1, 2, 3
"29939", 1, 47, 48
"25770", 1, 0, 1
"18993", 1, 0, 1
"56132", 1, 27, 28
"13109", 510, 1769, 2279
"21257", 1, 0, 1
"4740", 1, 16, 17
"16967", 1, 5, 6
"2115", 1, 7, 8
"17870", 576, 1811, 2387
"27072", 481, 1351, 1832
"57545", 1, 0, 1
"7643", 581, 1706, 2287
"877", 493, 1428, 1921
"47063", 541, 1636, 2177
"8011", 507, 1652, 2159
"41372", 520, 1643, 2163
"55816", 480, 1367, 1847
"11554", 533, 1887, 2420
"25117", 596, 1782, 2378
"2272", 1, 3, 4
"21333", 545, 1956, 2501
"37925", 619, 2016, 2635
"15386", 445, 1188, 1633
"38310", 489, 1439, 1928
"17373", 505, 1379, 1884
"46781", 1, 0, 1
"24822", 1, 0, 1
"37971", 1, 0, 1
"16434", 1, 7, 8
"6766", 1, 0, 1
"39518", 1, 0, 1
"55919", 1, 3, 4
"31018", 1, 0, 1
"60221", 1, 5, 6
"56138", 1, 0, 1
"12827", 1, 4, 5
"8492", 531, 1847, 2378
"36080", 1, 11, 12
"10980", 1, 67, 68
"4341", 1, 0, 1
"7097", 615, 2165, 2780
"62625", 1, 2, 3
"64008", 552, 1800, 2352
"62021", 613, 2003, 2616
"48602", 519, 1569, 2088
"51151", 523, 1573, 2096
"50077", 521, 1762, 2283
"23417", 431, 1342, 1773
"63511", 464, 1333, 1797
"33100", 427, 1272, 1699
"27169", 530, 1440, 1970
"30862", 1, 8, 9
"989", 549, 1533, 2082
"5430", 471, 1443, 1914
"54374", 536, 1485, 2021
"32667", 455, 1339, 1794
"65082", 588, 1852, 2440
"7873", 1, 0, 1
"57982", 1, 5, 6
"26754", 1, 5, 6
"11411", 1, 3, 4
"20748", 1, 1, 2
"46699", 1, 9, 10
"60577", 1, 2, 3
"9308", 1, 2, 3
"21611", 1, 6, 7
"27865", 1, 0, 1
"54419", 1, 7, 8
"15638", 1, 102, 103
"34655", 509, 1644, 2153
"6834", 1, 0, 1
"33925", 1, 4, 5
"14279", 619, 2184, 2803
"40064", 1, 0, 1
"3987", 469, 1321, 1790
"65098", 602, 1875, 2477
"5510", 510, 1526, 2036
"60385", 459, 1282, 1741
"35200", 464, 1363, 1827
"5542", 524, 1555, 2079
"8540", 565, 1922, 2487
"42847", 380, 1129, 1509
"37429", 600, 1661, 2261
"23134", 1, 8, 9
"44081", 609, 1957, 2566
"23898", 507, 1546, 2053
"21029", 500, 1324, 1824
"9069", 540, 1786, 2326
"35328", 517, 1480, 1997
"16046", 1, 15, 16
"27233", 1, 4, 5
"33457", 1, 0, 1
"18533", 1, 10, 11
"9481", 1, 0, 1
"13040", 1, 5, 6
"64319", 1, 0, 1
"41044", 1, 3, 4
"24291", 1, 0, 1
"47387", 1, 3, 4
"20130", 1, 1, 2
"52466", 1, 3, 4
"43889", 504, 1700, 2204
"43686", 1, 5, 6
"52910", 1, 5, 6
"47111", 568, 1701, 2269
"39897", 437, 1260, 1697
"43472", 555, 1736, 2291
"58942", 550, 1566, 2116
"38326", 498, 1457, 1955
"36226", 565, 2089, 2654
"29140", 428, 1150, 1578
"59840", 489, 1490, 1979
"44611", 646, 2059, 2705
"31048", 443, 1334, 1777
"2769", 1, 14, 15
"58958", 556, 1580, 2136
"40010", 479, 1327, 1806
"26463", 497, 1606, 2103
"348", 487, 1493, 1980
"64569", 504, 1401, 1905
"25335", 1, 0, 1
"19512", 1, 5, 6
"32519", 1, 1, 2
"24191", 1, 1, 2
"35136", 1, 0, 1
"4353", 1, 0, 1
"63353", 1, 1, 2
"37518", 1, 1, 2
"21795", 1, 113, 114
"63754", 1, 24, 25
"64743", 1, 0, 1
"24680", 1, 1, 2
"47993", 455, 1383, 1838
"18151", 1, 7, 8
"893", 502, 1444, 1946
"20707", 1, 0, 1
"26591", 575, 1792, 2367
"8604", 606, 2013, 2619
"13798", 531, 1502, 2033
"19345", 535, 1758, 2293
"59824", 482, 1475, 1957
"21958", 508, 1512, 2020
"16235", 455, 1407, 1862
"13318", 633, 2027, 2660
"19762", 427, 1196, 1623
"61617", 1, 4, 5
"56393", 609, 1852, 2461
"64121", 615, 1946, 2561
"49548", 440, 1342, 1782
"43440", 528, 1687, 2215
"3522", 529, 1618, 2147
"19215", 1, 96, 97
"10361", 1, 1, 2
"28285", 1, 5, 6
"43324", 1, 39, 40
"15580", 1, 0, 1
"57179", 1, 3, 4
"6739", 1, 0, 1
"48853", 1, 7, 8
"11835", 1, 1, 2
"26328", 1, 1, 2
"13572", 1, 0, 1
"59375", 580, 1983, 2563
"6244", 1, 3, 4
"27473", 455, 1438, 1893
"43651", 1, 0, 1
"51444", 1, 10, 11
"20916", 454, 1251, 1705
"49676", 495, 1444, 1939
"36883", 532, 1593, 2125
"49612", 467, 1392, 1859
"36739", 463, 1468, 1931
"28627", 523, 1565, 2088
"51632", 476, 1435, 1911
"36402", 679, 2415, 3094
"47464", 369, 1043, 1412
"9941", 1, 0, 1
"63062", 494, 1376, 1870
"6665", 619, 2000, 2619
"13125", 521, 1789, 2310
"39849", 415, 1232, 1647
"52770", 515, 1445, 1960
"27870", 1, 20, 21
"19138", 1, 6, 7
"11882", 1, 7, 8
"37482", 1, 0, 1
"27784", 1, 0, 1
"35072", 1, 10, 11
"63739", 1, 7, 8
"42", 1, 0, 1
"35600", 1, 36, 37
"49489", 1, 6, 7
"8785", 1, 1, 2
"18562", 1, 7, 8
"54758", 511, 1586, 2097
"10448", 1, 4, 5
"43376", 495, 1609, 2104
"16424", 1, 5, 6
"25533", 463, 1347, 1810
"59936", 534, 1587, 2121
"44065", 604, 1935, 2539
"44995", 532, 1690, 2222
"48025", 477, 1416, 1893
"31705", 537, 1697, 2234
"44963", 513, 1656, 2169
"48201", 565, 1582, 2147
"56575", 1, 3, 4
"51568", 443, 1362, 1805
"11282", 569, 1699, 2268
"36899", 541, 1611, 2152
"60834", 468, 1453, 1921
"63960", 519, 1731, 2250
"5574", 535, 1579, 2114
"47776", 1, 21, 22
"48859", 1, 10, 11
"29423", 1, 0, 1
"38656", 1, 3, 4
"64847", 1, 20, 21
"8240", 1, 6, 7
"60545", 1, 0, 1
"9312", 1, 6, 7
"24262", 1, 0, 1
"17608", 1, 2, 3
"40610", 1, 0, 1
"1672", 1, 0, 1
"51330", 1, 2, 3
"12692", 556, 1701, 2257
"29785", 1, 0, 1
"2336", 542, 1971, 2513
"40718", 1, 7, 8
"44514", 590, 1925, 2515
"29669", 539, 1635, 2174
"23545", 490, 1454, 1944
"13654", 456, 1358, 1814
"56281", 538, 1702, 2240
"11185", 521, 1601, 2122
"45476", 472, 1420, 1892
"52857", 1, 0, 1
"18447", 565, 1588, 2153
"13606", 438, 1316, 1754
"60017", 582, 1688, 2270
"29204", 450, 1184, 1634
"10560", 490, 1619, 2109
"10608", 509, 1675, 2184
"34815", 602, 1825, 2427
"49965", 1, 3, 4
"5736", 1, 10, 11
"48743", 1, 4, 5
"7755", 1, 0, 1
"20211", 1, 1, 2
"19089", 1, 1, 2
"5660", 1, 0, 1
"21599", 1, 4, 5
"60583", 1, 0, 1
"17998", 1, 5, 6
"57158", 1, 20, 21
"52056", 1, 0, 1
"12840", 1, 0, 1
"21413", 598, 2088, 2686
"35129", 1, 10, 11
"27585", 516, 1571, 2087
"19663", 1, 0, 1
"51215", 556, 1655, 2211
"5414", 463, 1432, 1895
"52786", 526, 1456, 1982
"41356", 514, 1623, 2137
"35248", 477, 1405, 1882
"54277", 493, 1400, 1893
"49067", 454, 1344, 1798
"54427", 1, 0, 1
"58974", 561, 1590, 2151
"45412", 440, 1347, 1787
"31802", 593, 1809, 2402
"3554", 549, 1659, 2208
"3378", 455, 1469, 1924
"53700", 536, 1717, 2253
"37380", 570, 1605, 2175
"57548", 1, 0, 1
"48787", 1, 10, 11
"11006", 1, 1, 2
"40704", 1, 0, 1
"41560", 1, 0, 1
"29943", 1, 24, 25
"1758", 1, 3, 4
"8740", 1, 0, 1
"57642", 1, 1, 2
"52845", 1, 7, 8
"22644", 1, 9, 10
"54961", 1, 0, 1
"59089", 1, 1, 2
"25293", 1, 0, 1
"26030", 447, 1289, 1736
"22968", 528, 1501, 2029
"63527", 471, 1348, 1819
"54080", 1, 2, 3
"51584", 455, 1383, 1838
"60850", 475, 1475, 1950
"48169", 548, 1545, 2093
"15802", 613, 2203, 2816
"31625", 497, 1610, 2107
"62950", 442, 1293, 1735
"7277", 1, 17, 18
"55896", 519, 1439, 1958
"3074", 489, 1207, 1696
"64906", 483, 1618, 2101
"1839", 395, 1097, 1492
"1374", 564, 1887, 2451
"21477", 640, 2173, 2813
"1078", 1, 0, 1
"49865", 1, 0, 1
"45240", 1, 6, 7
"1192", 1, 0, 1
"39036", 1, 5, 6
"46811", 1, 1, 2
"4294", 1, 20, 21
"27392", 1, 18, 19
"19673", 1, 16, 17
"11414", 1, 7, 8
"53587", 1, 21, 22
"45688", 1, 0, 1
"3263", 1, 0, 1
"2618", 1, 9, 10
"51680", 510, 1477, 1987
"7065", 598, 2115, 2713
"46187", 1, 1, 2
"29156", 430, 1157, 1587
"3875", 424, 1243, 1667
"35809", 495, 1443, 1938
"2881", 404, 1083, 1487
"56377", 597, 1819, 2416
"54197", 451, 1330, 1781
"2929", 418, 1110, 1528
"14106", 1, 0, 1
"30246", 582, 1657, 2239
"29750", 587, 1725, 2312
"11041", 441, 1442, 1883
"61860", 515, 1771, 2286
"63030", 485, 1354, 1839
"30615", 535, 1806, 2341
"4770", 1, 2, 3
"31939", 1, 0, 1
"32875", 1, 0, 1
"64875", 1, 1, 2
"19038", 1, 0, 1
"14380", 1, 0, 1
"46716", 1, 9, 10
